Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Fairleigh Dickinson12,12,Mike Schroback,SO,G,Fairleigh Dickinson,NEC,19,63,3,15,2,5,1,10,2,5,0,3,3,5,2,0,7,5,9
Fairleigh Dickinson13,13,Myles Mann,JR,F,Fairleigh Dickinson,NEC,2,8,1,6,1,6,0,0,0,0,0,1,1,0,0,0,0,1,2
Florida1,1,Dorian Finney-Smith,SR,F,Florida,SEC,33,1048,157,352,92,178,65,174,111,150,82,190,272,70,27,27,62,69,490
Florida2,2,KeVaughn Allen,FR,G,Florida,SEC,33,888,119,301,75,158,44,143,94,111,17,72,89,53,37,5,33,54,376
Florida3,3,John Egbunu,SO,C,Florida,SEC,33,833,143,242,143,242,0,0,91,170,90,120,210,11,15,47,60,110,377
Florida4,4,Chris Chiozza,SO,G,Florida,SEC,33,798,79,237,42,116,37,121,41,52,10,89,99,141,34,2,61,74,236
Florida5,5,Devin Robinson,SO,F,Florida,SEC,33,767,108,232,73,134,35,98,56,74,60,129,189,13,18,20,26,74,307
Florida6,6,Kasey Hill,JR,G,Florida,SEC,33,764,100,259,85,204,15,55,70,127,11,67,78,105,44,11,63,81,285
Florida7,7,Justin Leon,JR,F,Florida,SEC,31,443,60,123,41,66,19,57,10,24,38,52,90,8,9,4,19,45,149
Florida8,8,Kevarrius Hayes,FR,F,Florida,SEC,32,328,22,36,22,36,0,0,22,53,37,44,81,5,10,18,17,59,66
Florida9,9,Brandone Francis,FR,G,Florida,SEC,28,311,21,103,11,45,10,58,7,13,7,22,29,15,10,0,10,24,59
Florida10,10,DeVon Walker,JR,G,Florida,SEC,24,259,13,56,11,37,2,19,12,25,18,21,39,6,5,6,9,25,40
Florida11,11,Schuyler Rimmer,JR,F,Florida,SEC,22,139,11,28,10,27,1,1,8,8,10,19,29,3,0,5,6,23,31
Florida12,12,Alex Murphy,SR,F,Florida,SEC,3,23,4,10,3,6,1,4,1,4,2,2,4,0,0,1,1,5,10
Florida13,13,Zach Hodskins,SO,G,Florida,SEC,7,8,1,5,1,3,0,2,0,1,0,1,1,0,0,0,0,2,2
Florida A&M1,1,Malcolm Bernard,SR,F,Florida A&M,MEAC,28,912,126,299,114,242,12,57,138,209,39,158,197,119,63,19,98,83,402
Florida A&M2,2,Justin Ravenel,FR,G,Florida A&M,MEAC,29,820,81,234,20,61,61,173,29,42,15,63,78,15,12,0,28,48,252
Florida A&M3,3,Craig Bowman,SO,G,Florida A&M,MEAC,29,767,85,255,53,146,32,109,76,114,15,71,86,53,38,2,66,66,278
Florida A&M4,4,K'ja Johnson,FR,G,Florida A&M,MEAC,24,675,60,159,41,94,19,65,42,77,9,53,62,60,27,6,58,45,181
Florida A&M5,5,Francois Lewis,FR,F,Florida A&M,MEAC,29,643,76,171,53,94,23,77,22,52,28,75,103,11,16,8,31,82,197
Florida A&M6,6,Trey Warren,JR,F,Florida A&M,MEAC,28,441,59,122,58,120,1,2,36,61,45,70,115,1,4,5,49,70,155
Florida A&M7,7,Jerran Foster,SR,G,Florida A&M,MEAC,28,420,29,85,10,26,19,59,6,13,2,27,29,35,8,2,26,25,83
Florida A&M8,8,Mario Karailiev,JR,C,Florida A&M,MEAC,26,345,26,54,26,53,0,1,7,14,12,32,44,5,6,3,22,41,59
Florida A&M9,9,Nick Severado,FR,G,Florida A&M,MEAC,19,325,18,58,17,54,1,4,15,30,23,31,54,10,9,8,20,23,52
Florida A&M10,10,Isaiah Omoregie,FR,F,Florida A&M,MEAC,19,296,61,101,61,100,0,1,23,56,24,40,64,2,6,6,26,44,145
Florida A&M11,11,Jordan Jackson,SO,F,Florida A&M,MEAC,13,157,13,33,13,33,0,0,7,13,12,33,45,4,2,4,12,27,33
Florida A&M12,12,Johnathan Spicer,SO,F,Florida A&M,MEAC,20,133,10,28,10,25,0,3,5,8,10,13,23,4,0,2,14,8,25
Florida Atlantic1,1,Jackson Trapp,SR,G,Florida Atlantic,CUSA,33,926,83,209,32,73,51,136,30,39,7,83,90,32,14,12,26,51,247
Florida Atlantic2,2,Adonis Filer,JR,G,Florida Atlantic,CUSA,32,901,107,269,81,179,26,90,91,120,26,127,153,67,31,2,66,80,331
Florida Atlantic3,3,Jeantal Cylla,FR,F,Florida Atlantic,CUSA,33,870,105,272,61,144,44,128,65,89,25,89,114,16,18,15,44,85,319
Florida Atlantic4,4,Nick Rutherford,FR,G,Florida Atlantic,CUSA,33,866,74,202,63,164,11,38,80,114,17,79,96,117,49,9,90,72,239
Florida Atlantic5,5,Marquan Botley,JR,G,Florida Atlantic,CUSA,31,648,82,227,33,102,49,125,62,73,11,44,55,76,21,0,35,34,275
Florida Atlantic6,6,Ronald Delph,SO,C,Florida Atlantic,CUSA,25,644,108,199,108,199,0,0,47,69,71,100,171,10,6,61,36,90,263
Florida Atlantic7,7,Jesse Hill,FR,F,Florida Atlantic,CUSA,30,549,50,136,32,82,18,54,25,41,17,63,80,11,7,21,9,59,143
Florida Atlantic8,8,Solomon Poole,SR,G,Florida Atlantic,CUSA,28,538,73,195,50,104,23,91,19,31,12,48,60,41,20,2,50,51,188
Florida Atlantic9,9,C.J. Turman,SO,C,Florida Atlantic,CUSA,11,316,39,76,39,75,0,1,31,42,18,59,77,10,6,11,25,33,109
Florida Atlantic10,10,Matthew Reed,JR,F,Florida Atlantic,CUSA,13,161,17,30,17,30,0,0,5,5,9,28,37,0,1,6,4,33,39
Florida Atlantic11,11,Javier Lacunza,SR,F,Florida Atlantic,CUSA,19,139,10,25,3,10,7,15,1,1,10,15,25,1,1,0,7,29,28
Florida Atlantic12,12,Connor Shorten,FR,F,Florida Atlantic,CUSA,11,67,4,7,4,7,0,0,0,0,3,10,13,4,1,1,1,14,8
Florida Gulf Coast1,1,Marc Eddy Norelia,JR,F,Florida Gulf Coast,A-Sun,33,1084,219,406,219,404,0,2,129,189,101,203,304,39,38,28,58,67,567
Florida Gulf Coast2,2,Christian Terrell,SO,G,Florida Gulf Coast,A-Sun,33,958,152,337,107,214,45,123,68,97,35,126,161,72,40,13,41,66,417
Florida Gulf Coast3,3,Zach Johnson,FR,G,Florida Gulf Coast,A-Sun,33,880,135,282,110,218,25,64,75,112,11,72,83,106,28,15,72,79,370
Florida Gulf Coast4,4,Julian DeBose,SR,G,Florida Gulf Coast,A-Sun,31,851,106,250,77,164,29,86,26,42,28,67,95,37,33,16,42,64,267
Florida Gulf Coast5,5,Rayjon Tucker,FR,G,Florida Gulf Coast,A-Sun,33,636,63,118,50,80,13,38,69,97,24,80,104,25,21,8,40,59,208
Florida Gulf Coast6,6,Reggie Reid,FR,G,Florida Gulf Coast,A-Sun,32,546,41,113,25,61,16,52,23,38,4,38,42,103,22,3,39,60,121
Florida Gulf Coast7,7,Antravious Simmons,SO,F,Florida Gulf Coast,A-Sun,32,535,104,195,104,194,0,1,38,63,54,105,159,22,13,12,34,95,246
Florida Gulf Coast8,8,Filip Cvjeticanin,SR,F,Florida Gulf Coast,A-Sun,30,449,46,127,4,13,42,114,3,9,7,46,53,12,6,2,11,24,137
Florida Gulf Coast9,9,Demetris Morant,JR,F,Florida Gulf Coast,A-Sun,21,388,48,84,48,84,0,0,24,50,38,76,114,6,3,30,25,68,120
Florida Gulf Coast10,10,Kevin Mickle,SO,F,Florida Gulf Coast,A-Sun,29,303,25,52,25,52,0,0,8,17,25,35,60,8,6,4,28,38,58
Florida Gulf Coast11,11,Brian Greene,JR,G,Florida Gulf Coast,A-Sun,16,103,6,17,2,9,4,8,3,5,0,9,9,14,5,1,6,16,19
Florida Gulf Coast12,12,Maxx Bleecher,FR,G,Florida Gulf Coast,A-Sun,10,18,2,5,1,2,1,3,0,0,1,1,2,1,1,0,2,1,5
Florida Gulf Coast13,13,Dolan Mahoney,FR,G,Florida Gulf Coast,A-Sun,8,17,2,4,1,2,1,2,0,0,0,1,1,1,2,0,0,0,5
Florida International1,1,Daviyon Draper,SR,F,Florida International,CUSA,31,1089,195,430,162,346,33,84,69,98,44,173,217,68,31,20,85,76,492
Florida International2,2,Donte McGill,JR,G,Florida International,CUSA,31,1006,189,391,154,308,35,83,86,108,47,96,143,39,24,3,66,48,499
Florida International3,3,Adrian Diaz,SR,C,Florida International,CUSA,32,953,180,277,180,277,0,0,128,206,102,149,251,28,20,93,68,113,488
Florida International4,4,Jason Boswell,JR,G,Florida International,CUSA,32,831,57,140,34,76,23,64,24,35,11,59,70,54,14,7,34,94,161
Florida International5,5,Eric Nottage,SO,G,Florida International,CUSA,32,661,41,106,15,39,26,67,31,42,16,87,103,81,22,1,53,68,139
Florida International6,6,Kimar Williams,FR,G,Florida International,CUSA,32,632,41,114,38,97,3,17,37,63,16,79,95,79,28,2,36,56,122
Florida International7,7,Elmo Stephen,JR,F,Florida International,CUSA,23,448,57,146,19,45,38,101,24,38,19,49,68,8,7,4,16,42,176
Florida International8,8,Cameron Smith,SO,F,Florida International,CUSA,28,358,34,60,34,60,0,0,17,28,20,64,84,6,6,15,15,57,85
Florida International9,9,Ray Rodriguez,JR,G,Florida International,CUSA,20,295,24,67,6,13,18,54,7,10,2,25,27,24,8,0,22,22,73
Florida International10,10,Michael Douglas,FR,F,Florida International,CUSA,26,195,12,41,7,12,5,29,4,15,6,24,30,3,2,3,3,17,33
Florida International11,11,Hassan Hussein,SO,F,Florida International,CUSA,2,26,4,6,4,6,0,0,1,2,1,4,5,1,0,0,1,3,9
Florida State1,1,Malik Beasley,FR,G,Florida State,ACC,32,954,172,368,121,233,51,135,99,123,40,126,166,48,30,3,54,70,494
Florida State2,2,Dwayne Bacon,FR,G,Florida State,ACC,32,917,185,415,153,305,32,110,97,137,43,143,186,44,30,1,70,67,499
Florida State3,3,Xavier Rathan-Mayes,SO,G,Florida State,ACC,31,905,121,298,84,170,37,128,83,107,12,76,88,139,33,0,78,68,362
Florida State4,4,Devon Bookert,SR,G,Florida State,ACC,31,808,105,238,46,93,59,145,35,48,28,53,81,85,51,2,42,60,304
Florida State5,5,Montay Brandon,SR,G,Florida State,ACC,31,621,35,81,33,74,2,7,30,55,38,60,98,31,18,8,31,64,102
Florida State6,6,Boris Bojanovsky,SR,C,Florida State,ACC,32,586,72,124,72,120,0,4,58,83,61,82,143,14,20,58,39,90,202
Florida State7,7,Terance Mann,FR,G,Florida State,ACC,32,532,66,112,62,99,4,13,25,55,41,72,113,27,19,6,24,56,161
Florida State8,8,Jarquez Smith,JR,F,Florida State,ACC,32,454,67,122,65,110,2,12,23,34,39,73,112,6,14,32,35,74,159
Florida State9,9,Benji Bell,JR,G,Florida State,ACC,31,327,39,96,16,44,23,52,24,43,7,26,33,28,10,0,22,28,125
Florida State10,10,Chris Koumadje,FR,C,Florida State,ACC,26,159,13,27,13,27,0,0,7,17,10,28,38,1,0,19,11,36,33
Florida State11,11,Phil Cofer,SO,F,Florida State,ACC,11,132,13,23,13,22,0,1,16,19,5,17,22,2,4,3,7,9,42
Florida State12,12,Michael Saxton,SR,G,Florida State,ACC,11,30,6,15,2,5,4,10,0,0,4,6,10,0,1,0,1,1,16
Fordham1,1,Ryan Rhoomes,SR,F,Fordham,A-10,30,946,182,280,182,280,0,0,77,131,124,162,286,40,21,52,58,99,441
Fordham2,2,Christian Sengfelder,SO,F,Fordham,A-10,29,876,98,236,52,115,46,121,47,59,53,99,152,28,21,8,43,77,289
Fordham3,3,Joseph Chartouny,FR,G,Fordham,A-10,25,818,80,218,48,115,32,103,91,118,14,124,138,152,52,4,70,60,283
Fordham4,4,Mandell Thomas,SR,G,Fordham,A-10,25,700,111,264,62,141,49,123,38,59,10,82,92,48,54,5,37,48,309
Fordham5,5,Antwoine Anderson,SO,G,Fordham,A-10,27,649,75,165,58,112,17,53,62,90,11,49,60,70,32,9,63,74,229
Fordham6,6,Nemanja Zarkovic,SO,G,Fordham,A-10,30,539,31,96,11,30,20,66,8,12,13,34,47,40,13,1,17,68,90
Fordham7,7,David Pekarek,FR,F,Fordham,A-10,29,532,52,151,23,52,29,99,17,25,11,48,59,18,8,11,35,48,150
Fordham8,8,Jon Severe,JR,G,Fordham,A-10,29,514,80,182,50,101,30,81,34,46,15,33,48,47,28,9,46,58,224
Fordham9,9,Nych Smith,FR,G,Fordham,A-10,19,194,21,49,13,23,8,26,9,12,0,13,13,18,8,2,8,12,59
Fordham10,10,Jesse Bunting,FR,F,Fordham,A-10,23,161,17,28,17,28,0,0,6,11,7,16,23,4,6,5,10,22,40
Fordham11,11,Ryan Canty,SR,C,Fordham,A-10,21,125,8,17,8,17,0,0,5,13,11,30,41,2,7,10,8,25,21
Fordham12,12,Chris Downing,FR,F,Fordham,A-10,2,4,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,2
Fordham13,13,Thomas Sanchez,SO,G,Fordham,A-10,2,4,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Fresno State1,1,Marvelle Harris,SR,G,Fresno State,MWC,34,1246,232,573,169,377,63,196,174,233,18,141,159,150,74,21,74,100,701
Fresno State2,2,Cezar Guerrero,SR,G,Fresno State,MWC,34,865,90,230,41,98,49,132,52,68,19,88,107,82,29,0,43,92,281
Fresno State3,3,Cullen Russo,JR,F,Fresno State,MWC,33,846,91,217,79,161,12,56,69,105,55,148,203,58,54,20,38,103,263
Fresno State4,4,Julien Lewis,SR,G,Fresno State,MWC,33,756,108,253,81,190,27,63,40,57,14,72,86,56,41,5,40,86,283
Fresno State5,5,Karachi Edo,JR,F,Fresno State,MWC,31,752,118,216,118,215,0,1,72,123,102,97,199,13,10,49,29,77,308
Fresno State6,6,Paul Watson,JR,G,Fresno State,MWC,30,725,81,203,52,123,29,80,38,53,24,72,96,21,20,16,33,65,229
Fresno State7,7,Torren Jones,JR,F,Fresno State,MWC,21,553,90,173,90,173,0,0,41,62,71,94,165,14,16,12,39,58,221
Fresno State8,8,Lionel Ellison III,JR,G,Fresno State,MWC,30,430,10,45,7,27,3,18,28,42,9,40,49,34,17,2,18,48,51
Fresno State9,9,Terrell Carter,SO,C,Fresno State,MWC,28,293,45,75,45,75,0,0,22,31,29,40,69,6,6,8,29,66,112
Fresno State10,10,Jahmel Taylor,JR,G,Fresno State,MWC,18,244,27,64,3,7,24,57,11,14,9,19,28,17,9,1,5,25,89
Fresno State11,11,Sam Bittner,FR,G,Fresno State,MWC,17,165,6,16,1,2,5,14,2,5,2,15,17,5,3,1,1,19,19
Fresno State12,12,Grant Shell,FR,G,Fresno State,MWC,6,13,1,5,1,2,0,3,0,0,2,0,2,1,1,0,4,1,2
Fresno State13,13,Ountae Campbell,FR,G,Fresno State,MWC,7,12,1,3,1,3,0,0,0,0,0,3,3,1,0,0,0,1,2
Furman1,1,Stephen Croone,SR,G,Furman,Southern,31,932,150,344,108,189,42,155,184,239,10,99,109,77,37,10,76,74,526
Furman2,2,Devin Sibley,SO,G,Furman,Southern,33,892,134,298,94,177,40,121,86,124,21,71,92,56,18,6,76,79,394
Furman3,3,Matt Rafferty,FR,F,Furman,Southern,33,782,92,191,76,140,16,51,66,83,76,148,224,61,35,28,39,68,266
Furman4,4,Kris Acox,JR,F,Furman,Southern,33,751,129,207,129,206,0,1,42,84,78,112,190,18,19,18,42,73,300
Furman5,5,Daniel Fowler,SO,G,Furman,Southern,30,738,59,144,29,66,30,78,33,51,37,81,118,50,28,6,49,75,181
Furman6,6,John Davis,SO,G,Furman,Southern,31,684,45,133,21,64,24,69,36,43,6,46,52,57,24,0,31,50,150
Furman7,7,Geoff Beans,SO,F,Furman,Southern,33,545,54,133,10,15,44,118,30,41,15,52,67,23,9,6,27,70,182
Furman8,8,Larry Wideman,SR,G,Furman,Southern,32,436,32,84,17,27,15,57,10,18,17,59,76,22,12,7,20,31,89
Furman9,9,Kendrec Ferrara,SR,F,Furman,Southern,33,426,63,110,54,82,9,28,17,36,32,49,81,10,7,23,30,49,152
Furman10,10,Andrew Brown,FR,G,Furman,Southern,21,231,24,59,9,19,15,40,9,13,10,33,43,12,7,2,9,10,72
Furman11,11,Jonathan Jean,FR,G,Furman,Southern,21,150,13,37,11,26,2,11,6,6,0,13,13,18,3,0,18,13,34
Furman12,12,T.K. Hayes,JR,G,Furman,Southern,8,17,1,5,1,2,0,3,0,0,0,2,2,0,1,0,1,0,2
Furman13,13,Gene Langan,SO,F,Furman,Southern,8,16,3,6,3,5,0,1,3,4,3,3,6,0,0,0,1,2,9
Gardner-Webb1,1,Harold McBride,SR,G,Gardner-Webb,Big South,33,954,135,360,73,191,62,169,90,108,20,76,96,133,47,3,72,57,422
Gardner-Webb2,2,Tyrell Nelson,JR,C,Gardner-Webb,Big South,33,898,181,324,176,307,5,17,100,163,102,150,252,53,21,26,86,87,467
Gardner-Webb3,3,Dylan Poston,SR,G,Gardner-Webb,Big South,33,819,103,291,38,93,65,198,39,56,11,79,90,34,34,6,30,47,310
Gardner-Webb4,4,Isaiah Ivey,SR,G,Gardner-Webb,Big South,33,783,95,236,51,129,44,107,61,71,39,92,131,36,20,9,34,53,295
Gardner-Webb5,5,Adonis Burbage,SR,G,Gardner-Webb,Big South,30,764,100,260,36,89,64,171,25,40,28,77,105,26,23,1,37,43,289
Gardner-Webb6,6,L'Hassane Niangane,FR,C,Gardner-Webb,Big South,33,557,31,66,31,66,0,0,30,51,71,80,151,12,11,37,35,103,92
Gardner-Webb7,7,Laquincy Rideau,FR,G,Gardner-Webb,Big South,33,523,69,158,54,108,15,50,37,81,16,58,74,84,67,2,55,92,190
Gardner-Webb8,8,Brandon Miller,FR,F,Gardner-Webb,Big South,33,452,42,76,42,76,0,0,30,55,39,55,94,8,8,16,23,95,114
Gardner-Webb9,9,David Efianayi,FR,G,Gardner-Webb,Big South,20,347,60,123,52,93,8,30,19,32,7,30,37,32,13,6,26,16,147
Gardner-Webb10,10,Jamaal Robateau,SO,G,Gardner-Webb,Big South,25,274,27,84,16,30,11,54,15,22,11,42,53,17,12,1,18,15,80
Gardner-Webb11,11,Herve Aholode,SR,F,Gardner-Webb,Big South,24,199,13,28,13,27,0,1,7,12,17,23,40,5,6,4,5,35,33
Gardner-Webb12,12,DJ Laster,FR,F,Gardner-Webb,Big South,15,105,15,33,13,23,2,10,5,10,11,6,17,2,3,2,10,23,37
George Mason1,1,Otis Livingston II,FR,G,George Mason,A-10,32,1097,124,318,78,188,46,130,87,114,10,72,82,114,23,0,69,56,381
George Mason2,2,Jaire Grayer,FR,G,George Mason,A-10,32,945,115,303,72,158,43,145,30,54,32,88,120,27,11,12,46,89,303
George Mason3,3,Marquise Moore,JR,G,George Mason,A-10,28,910,111,279,110,263,1,16,95,140,26,144,170,86,18,26,58,64,318
George Mason4,4,Marko Gujanicic,SR,F,George Mason,A-10,28,724,94,222,66,137,28,85,42,59,56,125,181,41,5,2,37,69,258
George Mason5,5,Shevon Thompson,SR,C,George Mason,A-10,31,699,120,208,120,207,0,1,67,120,113,216,329,17,4,31,81,74,307
George Mason6,6,Jalen Jenkins,JR,F,George Mason,A-10,32,686,87,175,87,175,0,0,54,78,77,100,177,18,15,25,49,106,228
George Mason7,7,DeAndre Abram,FR,G,George Mason,A-10,32,658,76,221,43,101,33,120,26,37,25,69,94,6,6,12,21,46,211
George Mason8,8,Kameron Murrell,FR,G,George Mason,A-10,32,372,17,91,2,24,15,67,13,16,10,30,40,9,5,3,16,26,62
George Mason9,9,Danny Dixon,FR,F,George Mason,A-10,25,187,9,23,9,23,0,0,13,20,12,19,31,7,0,5,9,26,31
George Mason10,10,Myles Tate,JR,G,George Mason,A-10,15,67,2,10,1,6,1,4,5,6,0,6,6,3,3,0,4,6,10
George Mason11,11,Patrick Holloway,SR,G,George Mason,A-10,4,55,7,23,2,7,5,16,2,3,0,5,5,0,1,1,2,2,21
George Mason12,12,Julian Royal,SR,F,George Mason,A-10,7,32,4,13,4,8,0,5,2,3,3,2,5,0,1,2,5,4,10
George Washington1,1,Kevin Larsen,SR,F,George Washington,A-10,33,1113,138,280,127,258,11,22,100,138,100,178,278,82,30,25,61,71,387
George Washington2,2,Patricio Garino,SR,G,George Washington,A-10,33,1056,171,342,121,229,50,113,68,98,45,94,139,51,46,29,64,82,460
George Washington3,3,Tyler Cavanaugh,JR,F,George Washington,A-10,33,993,178,351,136,246,42,105,143,172,58,186,244,41,18,8,71,81,541
George Washington4,4,Joe McDonald,SR,G,George Washington,A-10,31,922,83,212,67,155,16,57,80,113,46,121,167,94,34,5,45,66,262
George Washington5,5,Yuta Watanabe,SO,F,George Washington,A-10,33,891,95,222,66,126,29,96,62,88,29,93,122,47,18,32,39,65,281
George Washington6,6,Paul Jorgensen,SO,G,George Washington,A-10,33,553,60,165,38,106,22,59,38,51,17,53,70,76,17,2,39,34,180
George Washington7,7,Alex Mitola,SR,G,George Washington,A-10,33,502,50,144,18,50,32,94,44,50,13,36,49,52,18,0,21,47,176
George Washington8,8,Matt Hart,JR,G,George Washington,A-10,33,302,46,105,24,51,22,54,21,24,3,24,27,10,10,0,12,40,135
George Washington9,9,Jordan Roland,FR,G,George Washington,A-10,31,153,10,43,9,30,1,13,15,20,5,9,14,5,5,1,5,21,36
George Washington10,10,Anthony Swan,SO,G,George Washington,A-10,33,114,10,26,6,18,4,8,0,0,9,13,22,4,1,6,7,26,24
Georgetown1,1,D'Vauntes Smith-Rivera,SR,G,Georgetown,Big East,33,1168,172,416,99,195,73,221,116,143,22,98,120,150,48,10,69,78,533
Georgetown2,2,Isaac Copeland,SO,F,Georgetown,Big East,33,1048,130,303,96,178,34,125,71,92,47,131,178,66,25,20,54,68,365
Georgetown3,3,L.J. Peak,SO,G,Georgetown,Big East,33,824,136,277,98,184,38,93,95,125,23,85,108,56,25,21,57,116,405
Georgetown4,4,Marcus Derrickson,FR,F,Georgetown,Big East,32,692,68,167,30,66,38,101,53,61,47,97,144,36,14,19,51,100,227
Georgetown5,5,Tre Campbell,SO,G,Georgetown,Big East,30,627,40,131,20,57,20,74,24,31,13,41,54,50,22,2,26,43,124
Georgetown6,6,Bradley Hayes,SR,C,Georgetown,Big East,27,592,98,181,98,181,0,0,40,67,48,133,181,32,9,28,43,86,236
Georgetown7,7,Jessie Govan,FR,C,Georgetown,Big East,33,583,71,148,57,120,14,28,69,83,28,108,136,26,13,33,58,102,225
Georgetown8,8,Reggie Cameron,JR,F,Georgetown,Big East,32,555,57,142,21,41,36,101,28,36,14,51,65,39,5,3,27,46,178
Georgetown9,9,Kaleb Johnson,FR,G,Georgetown,Big East,32,350,29,50,22,37,7,13,26,50,17,38,55,16,11,4,20,63,91
Georgetown10,10,Trey Mourning,SO,F,Georgetown,Big East,20,124,12,23,11,17,1,6,4,7,7,13,20,6,4,5,9,29,29
Georgetown11,11,Paul White,SO,F,Georgetown,Big East,7,67,5,13,5,8,0,5,1,2,1,10,11,11,1,1,5,6,11
Georgetown12,12,Riyan Williams,SR,G,Georgetown,Big East,23,45,2,7,2,4,0,3,2,7,1,4,5,4,3,0,4,18,6
Georgia1,1,J.J. Frazier,JR,G,Georgia,SEC,32,1026,161,388,87,200,74,188,148,182,16,132,148,136,47,3,52,85,544
Georgia2,2,Yante Maten,SO,F,Georgia,SEC,32,953,192,388,187,377,5,11,128,163,85,170,255,24,9,60,74,88,517
Georgia3,3,Kenny Gaines,SR,G,Georgia,SEC,32,927,134,349,51,137,83,212,60,82,25,73,98,33,25,22,50,102,411
Georgia4,4,Charles Mann,SR,G,Georgia,SEC,32,916,85,221,68,174,17,47,146,210,17,116,133,87,28,1,92,92,333
Georgia5,5,Kenny Paul Geno,JR,F,Georgia,SEC,32,633,32,91,20,44,12,47,8,14,25,70,95,47,18,13,19,56,84
Georgia6,6,Mike Edwards,FR,F,Georgia,SEC,32,526,37,83,37,83,0,0,11,37,38,66,104,11,4,16,28,77,85
Georgia7,7,Houston Kessler,JR,F,Georgia,SEC,32,513,29,77,27,59,2,18,9,15,36,56,92,9,10,13,24,68,69
Georgia8,8,Derek Ogbeide,FR,F,Georgia,SEC,27,408,46,99,46,99,0,0,17,36,48,89,137,12,3,21,33,47,109
Georgia9,9,E'Torrion Wilridge,FR,F,Georgia,SEC,31,281,14,25,11,16,3,9,8,18,6,36,42,19,2,11,17,17,39
Georgia10,10,William Jackson II,FR,G,Georgia,SEC,29,203,12,42,3,14,9,28,9,12,6,9,15,17,10,6,17,21,42
Georgia11,11,Osahen Iduwe,SO,F,Georgia,SEC,17,53,2,5,2,5,0,0,5,10,3,5,8,0,0,1,2,15,9
Georgia Southern1,1,Tookie Brown,FR,G,Georgia Southern,Sun Belt,31,956,177,408,127,274,50,134,147,181,18,82,100,104,51,4,69,81,551
Georgia Southern2,2,Mike Hughes,SO,G,Georgia Southern,Sun Belt,30,907,141,326,74,152,67,174,99,136,26,116,142,48,63,10,62,77,448
Georgia Southern3,3,Jake Allsmiller,SO,G,Georgia Southern,Sun Belt,31,833,74,221,9,24,65,197,28,30,9,45,54,38,20,7,26,73,241
Georgia Southern4,4,Ike Smith,FR,G,Georgia Southern,Sun Belt,30,764,115,306,69,167,46,139,74,106,37,107,144,34,26,11,53,61,350
Georgia Southern5,5,Devonte Boykins,SO,G,Georgia Southern,Sun Belt,31,729,56,157,39,92,17,65,53,75,13,56,69,56,18,3,33,55,182
Georgia Southern6,6,Coye Simmons,SO,F,Georgia Southern,Sun Belt,31,471,43,98,43,98,0,0,24,47,65,105,170,3,4,7,21,69,110
Georgia Southern7,7,DeVince Boykins,SR,G,Georgia Southern,Sun Belt,30,454,46,107,29,65,17,42,11,42,19,45,64,29,14,3,39,58,120
Georgia Southern8,8,Shawn O'Connell,FR,F,Georgia Southern,Sun Belt,31,440,30,55,30,54,0,1,33,51,46,56,102,12,11,14,13,97,93
Georgia Southern9,9,Montae Glenn,FR,F,Georgia Southern,Sun Belt,25,327,46,78,46,77,0,1,21,28,40,53,93,5,7,8,15,60,113
Georgia Southern10,10,Jason Burnell,FR,F,Georgia Southern,Sun Belt,23,185,25,74,13,33,12,41,4,7,17,21,38,7,8,5,10,25,66
Georgia Southern11,11,Jonathan Sanks,FR,G,Georgia Southern,Sun Belt,19,128,18,42,12,20,6,22,15,23,2,8,10,5,3,1,7,22,57
Georgia Southern12,12,Aubrey McRae,FR,G,Georgia Southern,Sun Belt,11,38,8,21,7,10,1,11,0,2,3,2,5,2,7,0,1,11,17
Georgia Southern13,13,D.J. Suter,SR,G,Georgia Southern,Sun Belt,2,5,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Georgia Southern14,14,James Holder,JR,G,Georgia Southern,Sun Belt,2,5,1,5,0,1,1,4,0,0,0,0,0,0,0,0,0,0,3
Georgia State1,1,Kevin Ware,SR,G,Georgia State,Sun Belt,30,1065,115,273,93,211,22,62,97,123,11,101,112,92,37,14,78,70,349
Georgia State2,2,Jeremy Hollowell,JR,F,Georgia State,Sun Belt,30,958,152,349,115,238,37,111,102,126,30,116,146,50,31,13,56,88,443
Georgia State3,3,Markus Crider,SR,F,Georgia State,Sun Belt,30,870,101,187,101,185,0,2,66,98,38,112,150,29,25,16,44,96,268
Georgia State4,4,T.J. Shipes,SR,F,Georgia State,Sun Belt,30,773,68,115,68,115,0,0,24,54,43,109,152,5,22,24,28,93,160
Georgia State5,5,Isaiah Williams,SO,G,Georgia State,Sun Belt,30,747,89,232,49,124,40,108,64,83,14,49,63,80,26,1,47,41,282
Georgia State6,6,Isaiah Dennis,JR,G,Georgia State,Sun Belt,29,511,47,81,46,79,1,2,17,40,12,35,47,54,20,8,33,53,112
Georgia State7,7,Jeff Thomas,FR,G,Georgia State,Sun Belt,30,492,64,173,24,65,40,108,16,20,21,39,60,12,11,6,14,44,184
